"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000164031",1015.46425001581,0.698037099476918,0.0673408245312558,10.3657343719177,3.55020824951367e-25,2.95720868451118e-24,"DNAJB14","79982","DnaJ heat shock protein family (Hsp40) member B14"
"ENSG00000099942",913.219279244419,-0.774541430562386,0.0747564883013499,-10.3608589456495,3.73591894615671e-25,3.11010401824598e-24,"CRKL","1399","CRK like proto-oncogene, adaptor protein"
"ENSG00000006062",95.485576350494,-2.06930141386378,0.199988473290082,-10.3471034096164,4.31338599851046e-25,3.58876700118284e-24,"MAP3K14","9020","mitogen-activated protein kinase kinase kinase 14"
"ENSG00000124767",1493.41316581268,-0.593752779761715,0.0573865755668156,-10.3465448826164,4.33861514864793e-25,3.60767727663076e-24,"GLO1","2739","glyoxalase I"
"ENSG00000185803",1308.97525074174,0.622281718418565,0.0601933569803553,10.3380464163455,4.74103698656655e-25,3.94003114085229e-24,"SLC52A2","79581","solute carrier family 52 member 2"
"ENSG00000179862",120.638265883731,1.90319539777389,0.184203830417398,10.3320077191735,5.04925050450606e-25,4.1937557299084e-24,"CITED4","163732","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4"
"ENSG00000051180",88.1058022270222,-2.17111213283776,0.210172821377495,-10.330127932851,5.1491863503532e-25,4.27429870405901e-24,"RAD51","5888","RAD51 recombinase"
"ENSG00000163347",1983.64512077974,0.571199589032583,0.0552975218780304,10.3295693845463,5.17925660652866e-25,4.29678752515175e-24,"CLDN1","9076","claudin 1"
"ENSG00000153814",255.460137763107,-1.28427897441922,0.124390301877554,-10.3245908646755,5.45508688923982e-25,4.52301945695764e-24,"JAZF1","221895","JAZF zinc finger 1"
"ENSG00000123374",691.049156913411,0.830425558004333,0.0805075405174052,10.3148792357506,6.0357140276257e-25,5.00156497855003e-24,"CDK2","1017","cyclin dependent kinase 2"
"ENSG00000159658",1633.85300649608,-0.562180825169092,0.0545075859791897,-10.313808895953,6.10333853241363e-25,5.05469948376185e-24,"EFCAB14","9813","EF-hand calcium binding domain 14"
"ENSG00000165782",402.723225313444,0.975082418911581,0.0946256910486738,10.3046266622245,6.71519069582665e-25,5.55823615425652e-24,"TMEM55B","90809","transmembrane protein 55B"
"ENSG00000115738",812.555744185305,-0.779252425641836,0.0756414711481265,-10.3019205445628,6.90683855013292e-25,5.71358714236053e-24,"ID2","3398","inhibitor of DNA binding 2, HLH protein"
"ENSG00000163659",1212.94431303322,0.734116989505051,0.0712692840777062,10.3006084459138,7.00170274010634e-25,5.7887430046713e-24,"TIPARP","25976","TCDD inducible poly(ADP-ribose) polymerase"
"ENSG00000197381",513.154725793139,-0.878680155004407,0.0853273963543521,-10.2977495217993,7.21289591917453e-25,5.959934102287e-24,"ADARB1","104","adenosine deaminase, RNA specific B1"
"ENSG00000100949",565.194312114931,0.848128198976482,0.0824655381777656,10.2846378950226,8.26521613053881e-25,6.82554511249476e-24,"RABGGTA","5875","Rab geranylgeranyltransferase alpha subunit"
"ENSG00000148303",11200.2309605839,-0.380050409711293,0.0369540572386408,-10.2844027993196,8.28541030615745e-25,6.83830746492755e-24,"RPL7A","6130","ribosomal protein L7a"
"ENSG00000085382",360.868017151671,1.06218294896536,0.103315547250083,10.2809594222471,8.58685151379176e-25,7.08304784388072e-24,"HACE1","57531","HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1"
"ENSG00000138376",75.538491786139,-2.32631161513,0.22628108585462,-10.2806277702971,8.61645253213024e-25,7.10340346748817e-24,"BARD1","580","BRCA1 associated RING domain 1"
"ENSG00000171862",2217.34483780331,0.509546986090088,0.0495689643044221,10.279556840461,8.71272855921285e-25,7.17867132631432e-24,"PTEN","5728","phosphatase and tensin homolog"
"ENSG00000163638",107.886502770795,1.9131043360367,0.186155277914705,10.2769277211322,8.95362878645262e-25,7.37294534829634e-24,"ADAMTS9","56999","ADAM metallopeptidase with thrombospondin type 1 motif 9"
"ENSG00000138430",905.226084237776,-0.712328108413055,0.0693267089244418,-10.2749448151276,9.13967283435722e-25,7.52185168176107e-24,"OLA1","29789","Obg like ATPase 1"
"ENSG00000198945",427.645936955205,0.965710902852602,0.0940059046089502,10.2728749525874,9.33796166034445e-25,7.68065979896177e-24,"L3MBTL3","84456","l(3)mbt-like 3 (Drosophila)"
"ENSG00000005108",44.1708787387906,4.01252046549699,0.390616281064119,10.2722816738874,9.39557844336298e-25,7.72364730497993e-24,"THSD7A","221981","thrombospondin type 1 domain containing 7A"
"ENSG00000136048",1346.86023827629,0.628506653174601,0.061241509481509,10.262755743543,1.03704230973324e-24,8.52016480781403e-24,"DRAM1","55332","DNA damage regulated autophagy modulator 1"
"ENSG00000205336",170.412558101637,-1.47183681538429,0.143453582628133,-10.2600213143485,1.0668318939988e-24,8.75992244434871e-24,"ADGRG1","9289","adhesion G protein-coupled receptor G1"
"ENSG00000103365",427.909417598857,-0.937333349928425,0.0914069505330654,-10.2545084860845,1.12949162611185e-24,9.26915568254591e-24,"GGA2","23062","golgi associated, gamma adaptin ear containing, ARF binding protein 2"
"ENSG00000077147",5300.96273547742,0.417093769553139,0.0406956241352531,10.2491060996365,1.19443020444145e-24,9.79650060231768e-24,"TM9SF3","56889","transmembrane 9 superfamily member 3"
"ENSG00000103319",459.463716065835,-0.993776834396588,0.0970407751867319,-10.2408171460327,1.30132582864456e-24,1.06671748465086e-23,"EEF2K","29904","eukaryotic elongation factor 2 kinase"
"ENSG00000127418",1721.18239920523,0.586626930545255,0.0573026759640894,10.2373391935986,1.3489521734208e-24,1.10512964258614e-23,"FGFRL1","53834","fibroblast growth factor receptor-like 1"
"ENSG00000111424",280.771752534211,-1.20082328131513,0.117329709029245,-10.234605465661,1.38759590776793e-24,1.13614336897661e-23,"VDR","7421","vitamin D (1,25- dihydroxyvitamin D3) receptor"
"ENSG00000170871",1207.28188430577,0.622069674374973,0.0608199292056864,10.2280565350742,1.48468906466843e-24,1.21495230493315e-23,"KIAA0232","9778","KIAA0232"
"ENSG00000152749",510.30927699969,-0.898104100302576,0.0878211988285653,-10.2265069514224,1.50863028322674e-24,1.23384405306758e-23,"GPR180","160897","G protein-coupled receptor 180"
"ENSG00000117479",227.876462343351,1.36027666475788,0.133050244421535,10.2237817801236,1.55166579199585e-24,1.26832194793904e-23,"SLC19A2","10560","solute carrier family 19 member 2"
"ENSG00000122490",876.609823379767,0.710423259245459,0.0694920982614253,10.223079702859,1.56294852071824e-24,1.27682096876569e-23,"PQLC1","80148","PQ loop repeat containing 1"
"ENSG00000131408",1252.31327979438,0.663188761703715,0.0648823022830293,10.2214122860616,1.59007151549412e-24,1.29824344957746e-23,"NR1H2","7376","nuclear receptor subfamily 1 group H member 2"
"ENSG00000168288",1990.5299274769,0.535183561111447,0.0523838582682773,10.2165739371578,1.67144220920226e-24,1.36390818733942e-23,"MMADHC","27249","methylmalonic aciduria and homocystinuria, cblD type"
"ENSG00000129422",145.199921080985,1.7156851934671,0.167998769559804,10.2124866626261,1.74338610273534e-24,1.42181070119631e-23,"MTUS1","57509","microtubule associated tumor suppressor 1"
"ENSG00000141349",1344.36408182182,0.604717277061556,0.0592254041669758,10.2104373210634,1.78060473482126e-24,1.45134375758567e-23,"G6PC3","92579","glucose-6-phosphatase catalytic subunit 3"
"ENSG00000133706",1766.95051133159,-0.578993966732029,0.0567169186429147,-10.2084877067693,1.81674242508379e-24,1.47996290043387e-23,"LARS","51520","leucyl-tRNA synthetase"
"ENSG00000165507",103.169972623695,-1.91851149871401,0.187936067171079,-10.2083199227936,1.81988618274344e-24,1.48168724370426e-23,"C10orf10","11067","chromosome 10 open reading frame 10"
"ENSG00000168487",2587.68501006212,0.520490385547801,0.0509913798332052,10.2074191216309,1.83685680160233e-24,1.49466063602463e-23,"BMP1","649","bone morphogenetic protein 1"
"ENSG00000163923",82.9433789705164,-2.34613515615094,0.229857160809042,-10.2069265446989,1.84620289722609e-24,1.50141878231572e-23,"RPL39L","116832","ribosomal protein L39 like"
"ENSG00000137563",301.272605336774,-1.15570131865956,0.11325912265983,-10.2040461864664,1.90180523411754e-24,1.54576586549936e-23,"GGH","8836","gamma-glutamyl hydrolase"
"ENSG00000100380",4699.44879313237,0.408900657432599,0.0400767572700512,10.2029376947162,1.92364281927695e-24,1.5626348509971e-23,"ST13","6767","suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)"
"ENSG00000100154",478.71404861877,-0.900322122555406,0.0882476158224183,-10.2022260223679,1.93779370342626e-24,1.57324421830786e-23,"TTC28","23331","tetratricopeptide repeat domain 28"
"ENSG00000111602",346.425482451699,-1.0749347305922,0.105389763897571,-10.1996122852778,1.99065574104597e-24,1.61525255208493e-23,"TIMELESS","8914","timeless circadian clock"
"ENSG00000129315",983.784995344851,0.715930252841626,0.0702098784304656,10.1970017445717,2.04487870509203e-24,1.65831731750212e-23,"CCNT1","904","cyclin T1"
"ENSG00000198040",436.221478118977,0.936307235331091,0.0918310601693993,10.1959754532279,2.06659400748941e-24,1.67498605314886e-23,"ZNF84","7637","zinc finger protein 84"
"ENSG00000144597",432.74856705553,0.942665204115504,0.0926307826041687,10.1765868495759,2.52254416352206e-24,2.04338824520678e-23,"EAF1","85403","ELL associated factor 1"
"ENSG00000090097",973.86633893828,-0.671559114923733,0.0660207365949817,-10.1719421739196,2.64579669993464e-24,2.14202631817941e-23,"PCBP4","57060","poly(rC) binding protein 4"
"ENSG00000165521",121.918485375292,-1.76407056076978,0.173437583292482,-10.1712127630081,2.66568717567141e-24,2.15691917461646e-23,"EML5","161436","echinoderm microtubule associated protein like 5"
"ENSG00000185760",79.8175803211215,-2.3110035508897,0.227255928274114,-10.1691672839539,2.72225940393397e-24,2.20145944061409e-23,"KCNQ5","56479","potassium voltage-gated channel subfamily Q member 5"
"ENSG00000080824",18651.5239720529,-0.380632842894694,0.0374503911749113,-10.1636546629635,2.88071345106194e-24,2.32829428338771e-23,"HSP90AA1","3320","heat shock protein 90 alpha family class A member 1"
"ENSG00000102572",1174.76982608737,0.629994662469912,0.0620099253101576,10.1595778307882,3.00374238701235e-24,2.42637129996792e-23,"STK24","8428","serine/threonine kinase 24"
"ENSG00000108671",1486.99545841964,-0.561692208941875,0.0553397289686806,-10.1498908543582,3.31734219678206e-24,2.67819227045186e-23,"PSMD11","5717","proteasome 26S subunit, non-ATPase 11"
"ENSG00000172270",9144.77655690101,0.410782934136438,0.0404784980853605,10.148176280409,3.37613308150775e-24,2.72413154177362e-23,"BSG","682","basigin (Ok blood group)"
"ENSG00000140988",14523.7112032195,-0.35389844147598,0.0348740812171821,-10.1478929085483,3.38594848470605e-24,2.73052424756032e-23,"RPS2","6187","ribosomal protein S2"
"ENSG00000140718",790.254213998203,-0.732212406260356,0.0721550468036348,-10.1477642756303,3.3904133804063e-24,2.73259742117998e-23,"FTO","79068","FTO, alpha-ketoglutarate dependent dioxygenase"
"ENSG00000080493",814.658512342723,0.747945162531283,0.073732927355702,10.1439775871511,3.52449586796027e-24,2.83907883233182e-23,"SLC4A4","8671","solute carrier family 4 member 4"
"ENSG00000130177",1087.31039492211,-0.664135921014106,0.0655082448610222,-10.138203556256,3.73912332943842e-24,3.01028639920804e-23,"CDC16","8881","cell division cycle 16"
"ENSG00000110321",25161.054898265,-0.357291703680022,0.0352482715693224,-10.1364318808467,3.80753781523791e-24,3.06365577581915e-23,"EIF4G2","1982","eukaryotic translation initiation factor 4 gamma 2"
"ENSG00000070081",1290.03279973982,-0.639541912586219,0.0631058462974289,-10.134432071031,3.88625246183924e-24,3.12524884431186e-23,"NUCB2","4925","nucleobindin 2"
"ENSG00000198467",25170.519759207,-0.391507476138242,0.0386336280946531,-10.1338521761156,3.90937772449909e-24,3.14209428586899e-23,"TPM2","7169","tropomyosin 2 (beta)"
"ENSG00000138395",161.858158395837,-1.5483029088256,0.152802175884273,-10.1327281490954,3.95459093278704e-24,3.17666388570816e-23,"CDK15","65061","cyclin dependent kinase 15"
"ENSG00000213625",1922.17496253859,0.518955739469648,0.0512218089512745,10.1315386960135,4.00299997564988e-24,3.21376074839737e-23,"LEPROT","54741","leptin receptor overlapping transcript"
"ENSG00000183337",178.760357172231,-1.43140743092404,0.141286240921025,-10.1312585117482,4.01448822335822e-24,3.22119141259116e-23,"BCOR","54880","BCL6 corepressor"
"ENSG00000121895",97.3293035011483,2.14832500907878,0.212202945945599,10.1239169866639,4.32742737058113e-24,3.47036101586292e-23,"TMEM156","80008","transmembrane protein 156"
"ENSG00000135506",3009.59287927766,0.471604153836421,0.0465975348432505,10.1207962056974,4.46766296179082e-24,3.58083186387534e-23,"OS9","10956","OS9, endoplasmic reticulum lectin"
"ENSG00000134874",778.161407603112,-0.751875044632657,0.074300299416285,-10.1194080042679,4.53148092390402e-24,3.6299653131129e-23,"DZIP1","22873","DAZ interacting zinc finger protein 1"
"ENSG00000171320",49.4785025858831,-3.08959988162101,0.305607832481919,-10.1096881468305,5.00433138689379e-24,4.00651991779782e-23,"ESCO2","157570","establishment of sister chromatid cohesion N-acetyltransferase 2"
"ENSG00000143952",383.311777896827,-1.00063589683642,0.0990346262283019,-10.1038993627308,5.30883238670928e-24,4.24794924254325e-23,"VPS54","51542","VPS54, GARP complex subunit"
"ENSG00000198554",187.595315610709,-1.41198150473017,0.139773215524949,-10.101946209273,5.41565693557e-24,4.33102453489292e-23,"WDHD1","11169","WD repeat and HMG-box DNA binding protein 1"
"ENSG00000134243",1690.64612167658,-0.631092818041007,0.0624868087050364,-10.0996167210271,5.54585140152456e-24,4.43268687921301e-23,"SORT1","6272","sortilin 1"
"ENSG00000183722",922.379266631137,0.702996242155647,0.0696182117242423,10.0978784824324,5.64501632219833e-24,4.50944908529099e-23,"LHFP","10186","lipoma HMGIC fusion partner"
"ENSG00000107518",45.5630104273716,3.49336312766756,0.346152278012548,10.0919836429357,5.99457019885133e-24,4.7860356535046e-23,"ATRNL1","26033","attractin like 1"
"ENSG00000115107",905.920371472563,-0.709820083688723,0.0703555362835671,-10.0890437509822,6.17682882149593e-24,4.92882242299346e-23,"STEAP3","55240","STEAP3 metalloreductase"
"ENSG00000127463",2612.10847596582,-0.492622752949388,0.0488340387923282,-10.0876922149388,6.26244857527506e-24,4.99438062993329e-23,"EMC1","23065","ER membrane protein complex subunit 1"
"ENSG00000163956",2238.27007524979,0.512322852692722,0.0508028889554036,10.0845220267386,6.46791971576149e-24,5.15539656018182e-23,"LRPAP1","4043","LDL receptor related protein associated protein 1"
"ENSG00000165802",1264.88202381947,0.629655799834888,0.062447896192351,10.0828985158352,6.57571636203192e-24,5.23842407261372e-23,"NSMF","26012","NMDA receptor synaptonuclear signaling and neuronal migration factor"
"ENSG00000006042",1286.91678160826,0.586038445033046,0.0581576277592652,10.0767254032242,7.00208709250525e-24,5.57500609732744e-23,"TMEM98","26022","transmembrane protein 98"
"ENSG00000164548",789.663500734035,-0.732499218411307,0.0726933570112033,-10.0765633687603,7.01363984502699e-24,5.58112421644812e-23,"TRA2A","29896","transformer 2 alpha homolog"
"ENSG00000084774",1394.43177790762,-0.60186326309312,0.0597505595425094,-10.0729309934734,7.27763415002831e-24,5.78800594721381e-23,"CAD","790","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
"ENSG00000089351",1091.44961922926,0.664128892992422,0.0659640389581937,10.0680447025588,7.64834468739067e-24,6.07948588457219e-23,"GRAMD1A","57655","GRAM domain containing 1A"
"ENSG00000152253",57.6296411054703,-2.88485880077956,0.286545272085623,-10.0677243068157,7.67329543430751e-24,6.09595997966709e-23,"SPC25","57405","SPC25, NDC80 kinetochore complex component"
"ENSG00000100714",831.324167477297,-0.719029331674799,0.0714404452396105,-10.0647375483619,7.90980160451977e-24,6.28039118042965e-23,"MTHFD1","4522","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
"ENSG00000080839",122.939523713891,-1.76409447529612,0.175299312201333,-10.0633279910992,8.023910936722e-24,6.36748971859672e-23,"RBL1","5933","RB transcriptional corepressor like 1"
"ENSG00000131748",807.142873313749,0.806848953536036,0.0801913747279171,10.0615428563684,8.17076726557039e-24,6.48046505444662e-23,"STARD3","10948","StAR related lipid transfer domain containing 3"
"ENSG00000030110",599.882836173555,0.812712846581212,0.0807833938605499,10.0603949369116,8.26660533094887e-24,6.55287445657139e-23,"BAK1","578","BCL2 antagonist/killer 1"
"ENSG00000071553",2991.3226359037,0.512225052728738,0.0509217420227433,10.0590638179652,8.37913316497281e-24,6.63842691768604e-23,"ATP6AP1","537","ATPase H+ transporting accessory protein 1"
"ENSG00000164081",511.231276261473,0.857131705780869,0.0853249224756788,10.0455023094242,9.6156523040601e-24,7.61388670640368e-23,"TEX264","51368","testis expressed 264"
"ENSG00000113645",137.914807993989,-1.64087977907574,0.163350669523554,-10.0451365388443,9.65139268958148e-24,7.63799464248996e-23,"WWC1","23286","WW and C2 domain containing 1"
"ENSG00000166670",61.3773644453775,3.0543171328315,0.304181408891066,10.0411039056148,1.00542595819415e-23,7.9524563042034e-23,"MMP10","4319","matrix metallopeptidase 10"
"ENSG00000115084",1931.04521114337,0.524681817540821,0.0522579268274916,10.040234073442,1.01433170755258e-23,8.01850057252658e-23,"SLC35F5","80255","solute carrier family 35 member F5"
"ENSG00000023909",410.954690347776,-0.945767362697829,0.0942220009634574,-10.037648882713,1.0412638338376e-23,8.22689667621856e-23,"GCLM","2730","glutamate-cysteine ligase modifier subunit"
"ENSG00000069431",90.3822487707062,-2.0989156092646,0.20911570596436,-10.0371017068527,1.04705440305808e-23,8.26811925173451e-23,"ABCC9","10060","ATP binding cassette subfamily C member 9"
"ENSG00000091879",40.1448439581042,3.9961440684146,0.398408782737911,10.0302609820814,1.12219591419995e-23,8.85663044538439e-23,"ANGPT2","285","angiopoietin 2"
"ENSG00000103502",1579.84110606706,0.569582433852091,0.056793002267293,10.0290953306427,1.13552208152185e-23,8.95690381088889e-23,"CDIPT","10423","CDP-diacylglycerol--inositol 3-phosphatidyltransferase"
"ENSG00000213024",702.620421834826,-0.748385841891215,0.0746259116641318,-10.0284984826647,1.14240601851466e-23,9.00627957874916e-23,"NUP62","23636","nucleoporin 62"
"ENSG00000108094",800.235984034426,-0.732312580060561,0.0730678867975497,-10.0223588248773,1.21566356264059e-23,9.57857903780218e-23,"CUL2","8453","cullin 2"
"ENSG00000108679",2885.09935867934,0.513814698321359,0.0512713534057144,10.0214771834771,1.22655828935157e-23,9.65914652864363e-23,"LGALS3BP","3959","galectin 3 binding protein"
"ENSG00000128656",1710.95970094458,0.628044369177019,0.0626891713050112,10.0183868458126,1.26551561806634e-23,9.96049853892145e-23,"CHN1","1123","chimerin 1"
"ENSG00000164038",351.186945619675,1.13556811798888,0.113422112150746,10.011875960127,1.35164823516035e-23,1.06326221857461e-22,"SLC9B2","133308","solute carrier family 9 member B2"
"ENSG00000109458",333.123246085128,1.05844915528502,0.10572147937024,10.0116755988468,1.35438891411093e-23,1.06483754026585e-22,"GAB1","2549","GRB2 associated binding protein 1"
"ENSG00000243927",380.284148063081,1.09663450847802,0.109600903348547,10.005706841581,1.43860633249465e-23,1.13043428970045e-22,"MRPS6","64968","mitochondrial ribosomal protein S6"
"ENSG00000198053",1777.1173144793,0.523461585103963,0.0523262585991617,10.0038030449276,1.46654384011332e-23,1.15175982478578e-22,"SIRPA","140885","signal regulatory protein alpha"
"ENSG00000145808",122.810444578939,1.90600529733085,0.190530968237628,10.0036509285656,1.46879913234541e-23,1.152903432119e-22,"ADAMTS19","171019","ADAM metallopeptidase with thrombospondin type 1 motif 19"
"ENSG00000089916",1238.47805131873,0.59391897905939,0.0593973866095661,9.99907593516475,1.53825712552525e-23,1.20650420897344e-22,"GPATCH2L","55668","G-patch domain containing 2 like"
"ENSG00000184900",1276.29670629787,-0.597430802011072,0.0597487944432939,-9.9990436221785,1.53875909372089e-23,1.20650420897344e-22,"SUMO3","6612","small ubiquitin-like modifier 3"
"ENSG00000107164",1195.85529931959,-0.601371058871336,0.0601439688439413,-9.99885891188434,1.54163160324933e-23,1.2080998989722e-22,"FUBP3","8939","far upstream element binding protein 3"
"ENSG00000054793",1924.32168966259,0.583415703584671,0.058361037869881,9.99666429657106,1.57617007660109e-23,1.23449542318805e-22,"ATP9A","10079","ATPase phospholipid transporting 9A (putative)"
"ENSG00000081377",338.124475696288,-1.02874415050553,0.102958923717594,-9.99179200170422,1.65561233889046e-23,1.29601297955359e-22,"CDC14B","8555","cell division cycle 14B"
"ENSG00000111331",134.080096218444,-1.68289184390155,0.168592377070406,-9.98201622840133,1.82715624244479e-23,1.42952186061556e-22,"OAS3","4940","2'-5'-oligoadenylate synthetase 3"
"ENSG00000008394",2790.76886295926,0.520885845814572,0.0521833202646141,9.98184560072521,1.83030158273729e-23,1.43120655469652e-22,"MGST1","4257","microsomal glutathione S-transferase 1"
"ENSG00000090975",450.073758890525,0.896827009870766,0.0898751650539595,9.97858540045325,1.89144042390246e-23,1.4782129466761e-22,"PITPNM2","57605","phosphatidylinositol transfer protein membrane associated 2"
"ENSG00000138641",818.196835724471,0.709591849180754,0.0711386239871957,9.97477614001185,1.96544158801632e-23,1.53521525664924e-22,"HERC3","8916","HECT and RLD domain containing E3 ubiquitin protein ligase 3"
"ENSG00000169967",988.520812470759,0.693061853361964,0.0694921553115126,9.97323870953742,1.99611437764815e-23,1.55833020164123e-22,"MAP3K2","10746","mitogen-activated protein kinase kinase kinase 2"
"ENSG00000101596",1946.34928941625,0.526616213514712,0.052808511114875,9.97218445278937,2.01742100610867e-23,1.57411210682151e-22,"SMCHD1","23347","structural maintenance of chromosomes flexible hinge domain containing 1"
"ENSG00000108840",1298.20413885888,0.617963509421869,0.061998054112225,9.96746620955667,2.11556983828703e-23,1.6498014084847e-22,"HDAC5","10014","histone deacetylase 5"
"ENSG00000197208",208.694041948294,1.34304528261017,0.134765471083756,9.96579666742289,2.15142026640217e-23,1.67685252206289e-22,"SLC22A4","6583","solute carrier family 22 member 4"
"ENSG00000106853",1025.36160578182,0.674395364001041,0.0676809951943434,9.96432398880278,2.18354235561967e-23,1.70097006287932e-22,"PTGR1","22949","prostaglandin reductase 1"
"ENSG00000142556",265.412795309527,1.21163693674664,0.121685135329798,9.95714828654126,2.34698218806682e-23,1.8273023220313e-22,"ZNF614","80110","zinc finger protein 614"
"ENSG00000163683",1017.13413880169,0.662757243403987,0.0665867015662169,9.9532973974527,2.4396294631293e-23,1.89841069388168e-22,"SMIM14","201895","small integral membrane protein 14"
"ENSG00000099246",1982.1826950753,0.509359610027811,0.0511901830949335,9.95033772555942,2.5132882613191e-23,1.95467437984101e-22,"RAB18","22931","RAB18, member RAS oncogene family"
"ENSG00000129472",446.195984669693,0.907441261220572,0.0912889857488293,9.94031485591578,2.77947218349198e-23,2.16053045211416e-22,"RAB2B","84932","RAB2B, member RAS oncogene family"
"ENSG00000174233",1406.90621022549,0.584951160725419,0.0588610391058485,9.93783272622004,2.84959259411414e-23,2.2138434224709e-22,"ADCY6","112","adenylate cyclase 6"
"ENSG00000079332",2761.56483487937,-0.508976935878987,0.0512329450258865,-9.93456330924987,2.94463331687589e-23,2.28644913146224e-22,"SAR1A","56681","secretion associated Ras related GTPase 1A"
"ENSG00000152518",866.581278185647,-0.731346470568544,0.0736555035056657,-9.92928478877736,3.10474431762836e-23,2.40947532385284e-22,"ZFP36L2","678","ZFP36 ring finger protein like 2"
"ENSG00000104763",1145.34934418398,0.621490955320039,0.0626197055551789,9.92484633726674,3.24602323364758e-23,2.51776221461472e-22,"ASAH1","427","N-acylsphingosine amidohydrolase 1"
"ENSG00000144354",79.3321845773423,-2.31936844805958,0.233877047119325,-9.91704178168552,3.51005122647615e-23,2.72109129738696e-22,"CDCA7","83879","cell division cycle associated 7"
"ENSG00000178695",352.587013326958,-1.05878155011523,0.106774260164043,-9.91607479638419,3.54421047755496e-23,2.74609691512811e-22,"KCTD12","115207","potassium channel tetramerization domain containing 12"
"ENSG00000159322",986.309015654618,-0.665294772819552,0.0670981050507608,-9.91525427307143,3.57345387961597e-23,2.76726887392483e-22,"ADPGK","83440","ADP dependent glucokinase"
"ENSG00000082701",1638.8100735138,0.532692370869404,0.0537796345789126,9.90509465228455,3.95595286789792e-23,3.06183111722979e-22,"GSK3B","2932","glycogen synthase kinase 3 beta"
"ENSG00000162729",557.830907345905,0.85066523589884,0.0858824263002207,9.90499771076745,3.95979124058104e-23,3.06315861811596e-22,"IGSF8","93185","immunoglobulin superfamily member 8"
"ENSG00000124788",624.056868074327,0.7820454550419,0.0790042622036714,9.89877549929905,4.21402865931605e-23,3.25808100042618e-22,"ATXN1","6310","ataxin 1"
"ENSG00000185885",180.054479403741,1.39185819974975,0.140643530987337,9.89635420825059,4.31727268249925e-23,3.33611638941707e-22,"IFITM1","8519","interferon induced transmembrane protein 1"
"ENSG00000183763",46.4072133448064,-3.10162208039665,0.31375335018248,-9.88554250844726,4.80969489611468e-23,3.71463962881406e-22,"TRAIP","10293","TRAF interacting protein"
"ENSG00000107581",8889.60819039258,0.375987777156737,0.0380451593815203,9.88267057541531,4.94959145497699e-23,3.82063969614516e-22,"EIF3A","8661","eukaryotic translation initiation factor 3 subunit A"
"ENSG00000069482",261.695713106138,1.25383520560381,0.1268913070642,9.88117495684273,5.02403312744338e-23,3.87602812457891e-22,"GAL","51083","galanin and GMAP prepropeptide"
"ENSG00000048028",181.81515289144,-1.37628062686136,0.139456585475366,-9.86888229171846,5.67939069034338e-23,4.37929286422149e-22,"USP28","57646","ubiquitin specific peptidase 28"
"ENSG00000123610",275.845431876023,2.54946558952488,0.258342547812935,9.86854705548128,5.69840100622657e-23,4.39160423701019e-22,"TNFAIP6","7130","TNF alpha induced protein 6"
"ENSG00000130779",1860.31356624659,-0.54202977782267,0.0549472127477921,-9.86455455548925,5.92970549545929e-23,4.56742451590984e-22,"CLIP1","6249","CAP-Gly domain containing linker protein 1"
"ENSG00000188501",48.4047911896458,-3.00220020640478,0.304382419569936,-9.86325100722507,6.00722065656848e-23,4.62466234857596e-22,"LCTL","197021","lactase like"
"ENSG00000065978",10452.8999150459,-0.361304894965615,0.0366356546086399,-9.86211107253989,6.07582825676287e-23,4.67498529388362e-22,"YBX1","4904","Y-box binding protein 1"
"ENSG00000101412",125.790251168703,-1.71889321573332,0.174363553374143,-9.85809925566832,6.32350826235499e-23,4.86296661519165e-22,"E2F1","1869","E2F transcription factor 1"
"ENSG00000157540",789.918121677195,0.709128543323171,0.0720810137731523,9.8379379839868,7.72784304425291e-23,5.93977579112609e-22,"DYRK1A","1859","dual specificity tyrosine phosphorylation regulated kinase 1A"
"ENSG00000183023",539.685754276933,-0.957450068160985,0.0973529427458356,-9.83483437845993,7.96986348115209e-23,6.12253569981795e-22,"SLC8A1","6546","solute carrier family 8 member A1"
"ENSG00000184445",223.459452796854,-1.29370579544033,0.131568545626447,-9.83294137121083,8.12114937906308e-23,6.23543491706988e-22,"KNTC1","9735","kinetochore associated 1"
"ENSG00000070540",852.321296964637,-0.687083151727086,0.0699212452529842,-9.8265291077287,8.65504187019129e-23,6.64182388623669e-22,"WIPI1","55062","WD repeat domain, phosphoinositide interacting 1"
"ENSG00000126062",1108.16841793685,0.63413814499532,0.0645433970442416,9.82498867483914,8.78839087828308e-23,6.74056965449176e-22,"TMEM115","11070","transmembrane protein 115"
"ENSG00000249992",3846.87285645164,1.36160827437112,0.138712407652904,9.81605248881724,9.60305830251073e-23,7.36149426834868e-22,"TMEM158","25907","transmembrane protein 158 (gene/pseudogene)"
"ENSG00000156313",146.585113769599,1.55070933643756,0.157993783794522,9.8150022057471,9.70358680903523e-23,7.43460684513815e-22,"RPGR","6103","retinitis pigmentosa GTPase regulator"
